tanggal,stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
2013-08-25,DKI4 (Lubang Buaya),,73.0,4.0,15.0,68.0,10.0,73.0,PM10,SEDANG
2013-08-26,DKI4 (Lubang Buaya),,78.0,5.0,16.0,59.0,13.0,78.0,PM10,SEDANG
2013-08-27,DKI4 (Lubang Buaya),,72.0,4.0,12.0,64.0,10.0,72.0,PM10,SEDANG
2013-08-28,DKI4 (Lubang Buaya),,74.0,3.0,14.0,124.0,8.0,124.0,O3,TIDAK SEHAT
2013-08-29,DKI4 (Lubang Buaya),,74.0,3.0,12.0,58.0,8.0,74.0,PM10,SEDANG
2013-08-30,DKI4 (Lubang Buaya),,91.0,3.0,18.0,56.0,9.0,91.0,PM10,SEDANG
2013-08-31,DKI4 (Lubang Buaya),,68.0,2.0,17.0,69.0,11.0,69.0,O3,SEDANG
2013-09-01,DKI4 (Lubang Buaya),,74.0,2.0,16.0,57.0,7.0,74.0,PM10,SEDANG
2013-09-02,DKI4 (Lubang Buaya),,76.0,3.0,12.0,78.0,8.0,78.0,O3,SEDANG
2013-09-03,DKI4 (Lubang Buaya),,82.0,4.0,19.0,84.0,8.0,84.0,O3,SEDANG
2013-09-04,DKI4 (Lubang Buaya),,65.0,2.0,11.0,92.0,9.0,92.0,O3,SEDANG
2013-09-05,DKI4 (Lubang Buaya),,77.0,3.0,19.0,85.0,14.0,85.0,O3,SEDANG
2013-09-06,DKI4 (Lubang Buaya),,61.0,2.0,13.0,123.0,12.0,123.0,O3,TIDAK SEHAT
2013-09-07,DKI4 (Lubang Buaya),,68.0,3.0,20.0,78.0,13.0,78.0,O3,SEDANG
2013-09-08,DKI4 (Lubang Buaya),,62.0,3.0,16.0,85.0,10.0,85.0,O3,SEDANG
2013-09-09,DKI4 (Lubang Buaya),,66.0,3.0,19.0,85.0,13.0,85.0,O3,SEDANG
2013-09-10,DKI4 (Lubang Buaya),,74.0,4.0,25.0,77.0,16.0,77.0,O3,SEDANG
2013-09-11,DKI4 (Lubang Buaya),,77.0,3.0,16.0,89.0,11.0,89.0,O3,SEDANG
2013-09-12,DKI4 (Lubang Buaya),,76.0,5.0,13.0,65.0,12.0,76.0,PM10,SEDANG
2013-09-13,DKI4 (Lubang Buaya),,83.0,4.0,18.0,101.0,11.0,101.0,O3,TIDAK SEHAT
2013-09-14,DKI4 (Lubang Buaya),,71.0,3.0,14.0,113.0,10.0,113.0,O3,TIDAK SEHAT
2013-09-15,DKI4 (Lubang Buaya),,57.0,5.0,11.0,88.0,9.0,88.0,O3,SEDANG
2013-09-16,DKI4 (Lubang Buaya),,54.0,4.0,11.0,51.0,9.0,54.0,PM10,SEDANG
2013-09-17,DKI4 (Lubang Buaya),,59.0,5.0,11.0,91.0,10.0,91.0,O3,SEDANG
2013-09-18,DKI4 (Lubang Buaya),,67.0,4.0,16.0,110.0,11.0,110.0,O3,TIDAK SEHAT
2013-09-19,DKI4 (Lubang Buaya),,71.0,4.0,15.0,75.0,18.0,75.0,O3,SEDANG
2013-09-20,DKI4 (Lubang Buaya),,71.0,4.0,17.0,74.0,12.0,74.0,O3,SEDANG
2013-09-21,DKI4 (Lubang Buaya),,70.0,6.0,14.0,95.0,18.0,95.0,O3,SEDANG
2013-09-22,DKI4 (Lubang Buaya),,67.0,3.0,21.0,72.0,17.0,72.0,O3,SEDANG
2013-09-23,DKI4 (Lubang Buaya),,69.0,4.0,11.0,,9.0,69.0,PM10,SEDANG
2013-09-24,DKI4 (Lubang Buaya),,76.0,5.0,12.0,59.0,13.0,76.0,PM10,SEDANG
2013-09-25,DKI4 (Lubang Buaya),,73.0,5.0,16.0,,10.0,73.0,PM10,SEDANG
2013-09-26,DKI4 (Lubang Buaya),,67.0,4.0,17.0,100.0,16.0,100.0,O3,SEDANG
2013-09-27,DKI4 (Lubang Buaya),,62.0,4.0,13.0,118.0,17.0,118.0,O3,TIDAK SEHAT
2013-09-28,DKI4 (Lubang Buaya),,72.0,6.0,13.0,86.0,17.0,86.0,O3,SEDANG
2013-09-29,DKI4 (Lubang Buaya),,77.0,10.0,15.0,88.0,12.0,88.0,O3,SEDANG
2013-09-30,DKI4 (Lubang Buaya),,66.0,6.0,12.0,60.0,12.0,66.0,PM10,SEDANG
2013-10-01,DKI4 (Lubang Buaya),,101.0,8.0,21.0,79.0,23.0,101.0,PM10,TIDAK SEHAT
2013-10-02,DKI4 (Lubang Buaya),,82.0,3.0,16.0,82.0,11.0,82.0,PM10,SEDANG
2013-10-03,DKI4 (Lubang Buaya),,69.0,4.0,15.0,78.0,13.0,78.0,O3,SEDANG
2013-10-04,DKI4 (Lubang Buaya),,85.0,4.0,16.0,134.0,10.0,134.0,O3,TIDAK SEHAT
2013-10-05,DKI4 (Lubang Buaya),,78.0,4.0,14.0,93.0,14.0,93.0,O3,SEDANG
2013-10-06,DKI4 (Lubang Buaya),,74.0,5.0,15.0,100.0,15.0,100.0,O3,SEDANG
2013-10-07,DKI4 (Lubang Buaya),,62.0,6.0,9.0,85.0,9.0,85.0,O3,SEDANG
2013-10-08,DKI4 (Lubang Buaya),,76.0,4.0,18.0,87.0,9.0,87.0,O3,SEDANG
2013-10-09,DKI4 (Lubang Buaya),,62.0,6.0,12.0,78.0,9.0,78.0,O3,SEDANG
2013-10-10,DKI4 (Lubang Buaya),,66.0,5.0,8.0,82.0,12.0,82.0,O3,SEDANG
2013-10-11,DKI4 (Lubang Buaya),,67.0,6.0,17.0,105.0,8.0,105.0,O3,TIDAK SEHAT
2013-10-12,DKI4 (Lubang Buaya),,61.0,10.0,9.0,118.0,15.0,118.0,O3,TIDAK SEHAT
2013-10-13,DKI4 (Lubang Buaya),,67.0,4.0,11.0,119.0,8.0,119.0,O3,TIDAK SEHAT
2013-10-14,DKI4 (Lubang Buaya),,65.0,3.0,36.0,120.0,9.0,120.0,O3,TIDAK SEHAT
2013-10-15,DKI4 (Lubang Buaya),,54.0,4.0,9.0,67.0,9.0,67.0,O3,SEDANG
2013-10-16,DKI4 (Lubang Buaya),,76.0,4.0,17.0,63.0,9.0,76.0,PM10,SEDANG
2013-10-17,DKI4 (Lubang Buaya),,72.0,4.0,11.0,45.0,8.0,72.0,PM10,SEDANG
2013-10-18,DKI4 (Lubang Buaya),,73.0,4.0,8.0,83.0,8.0,83.0,O3,SEDANG
2013-10-19,DKI4 (Lubang Buaya),,74.0,4.0,32.0,117.0,11.0,117.0,O3,TIDAK SEHAT
2013-10-20,DKI4 (Lubang Buaya),,51.0,3.0,10.0,65.0,8.0,65.0,O3,SEDANG
2013-10-21,DKI4 (Lubang Buaya),,60.0,5.0,14.0,95.0,16.0,95.0,O3,SEDANG
2013-10-22,DKI4 (Lubang Buaya),,80.0,5.0,20.0,75.0,20.0,80.0,PM10,SEDANG
2013-10-23,DKI4 (Lubang Buaya),,54.0,3.0,18.0,79.0,15.0,79.0,O3,SEDANG
2013-10-24,DKI4 (Lubang Buaya),,62.0,3.0,19.0,78.0,12.0,78.0,O3,SEDANG
2013-10-25,DKI4 (Lubang Buaya),,70.0,3.0,19.0,159.0,14.0,159.0,O3,TIDAK SEHAT
2013-10-26,DKI4 (Lubang Buaya),,105.0,4.0,44.0,83.0,19.0,105.0,PM10,TIDAK SEHAT
2013-10-27,DKI4 (Lubang Buaya),,,4.0,37.0,78.0,10.0,78.0,O3,SEDANG
2013-10-28,DKI4 (Lubang Buaya),,,6.0,21.0,124.0,9.0,124.0,O3,TIDAK SEHAT
2013-10-29,DKI4 (Lubang Buaya),,54.0,2.0,23.0,125.0,,125.0,O3,TIDAK SEHAT
2013-10-30,DKI4 (Lubang Buaya),,54.0,3.0,26.0,95.0,12.0,95.0,O3,SEDANG
2013-10-31,DKI4 (Lubang Buaya),,60.0,3.0,21.0,120.0,,120.0,O3,TIDAK SEHAT
2013-11-01,DKI4 (Lubang Buaya),,58.0,3.0,22.0,130.0,,130.0,O3,TIDAK SEHAT
2013-11-02,DKI4 (Lubang Buaya),,57.0,3.0,22.0,95.0,4.0,95.0,O3,SEDANG
2013-11-03,DKI4 (Lubang Buaya),,70.0,4.0,22.0,74.0,10.0,74.0,O3,SEDANG
2013-11-04,DKI4 (Lubang Buaya),,62.0,4.0,15.0,102.0,10.0,102.0,O3,TIDAK SEHAT
2013-11-05,DKI4 (Lubang Buaya),,68.0,3.0,23.0,100.0,13.0,100.0,O3,SEDANG
2013-11-06,DKI4 (Lubang Buaya),,77.0,4.0,37.0,159.0,14.0,159.0,O3,TIDAK SEHAT
2013-11-07,DKI4 (Lubang Buaya),,80.0,4.0,25.0,152.0,13.0,152.0,O3,TIDAK SEHAT
2013-11-08,DKI4 (Lubang Buaya),,58.0,3.0,10.0,132.0,12.0,132.0,O3,TIDAK SEHAT
2013-11-09,DKI4 (Lubang Buaya),,47.0,2.0,29.0,101.0,12.0,101.0,O3,TIDAK SEHAT
2013-11-10,DKI4 (Lubang Buaya),,67.0,3.0,25.0,119.0,13.0,119.0,O3,TIDAK SEHAT
2013-11-11,DKI4 (Lubang Buaya),,56.0,3.0,20.0,157.0,10.0,157.0,O3,TIDAK SEHAT
2013-11-12,DKI4 (Lubang Buaya),,59.0,6.0,12.0,67.0,16.0,67.0,O3,SEDANG
2013-11-13,DKI4 (Lubang Buaya),,51.0,3.0,15.0,94.0,10.0,94.0,O3,SEDANG
2013-11-14,DKI4 (Lubang Buaya),,56.0,3.0,32.0,106.0,11.0,106.0,O3,TIDAK SEHAT
2013-11-15,DKI4 (Lubang Buaya),,55.0,3.0,23.0,66.0,9.0,66.0,O3,SEDANG
2013-11-16,DKI4 (Lubang Buaya),,41.0,4.0,8.0,97.0,8.0,97.0,O3,SEDANG
2013-11-17,DKI4 (Lubang Buaya),,41.0,3.0,16.0,111.0,8.0,111.0,O3,TIDAK SEHAT
2013-11-18,DKI4 (Lubang Buaya),,34.0,2.0,14.0,82.0,,82.0,O3,SEDANG
2013-11-19,DKI4 (Lubang Buaya),,44.0,3.0,13.0,36.0,6.0,44.0,PM10,BAIK
2013-11-20,DKI4 (Lubang Buaya),,50.0,3.0,11.0,25.0,6.0,50.0,PM10,BAIK
2013-11-21,DKI4 (Lubang Buaya),,57.0,3.0,13.0,,11.0,57.0,PM10,SEDANG
2013-11-22,DKI4 (Lubang Buaya),,56.0,6.0,9.0,,10.0,56.0,PM10,SEDANG
2013-11-23,DKI4 (Lubang Buaya),,67.0,9.0,10.0,85.0,,85.0,O3,SEDANG
2013-11-24,DKI4 (Lubang Buaya),,60.0,4.0,6.0,147.0,,147.0,O3,TIDAK SEHAT
2013-11-25,DKI4 (Lubang Buaya),,53.0,7.0,6.0,147.0,,147.0,O3,TIDAK SEHAT
2013-11-26,DKI4 (Lubang Buaya),,63.0,5.0,9.0,,13.0,63.0,PM10,SEDANG
2013-11-27,DKI4 (Lubang Buaya),,43.0,4.0,12.0,78.0,9.0,78.0,O3,SEDANG
2013-11-28,DKI4 (Lubang Buaya),,60.0,4.0,11.0,127.0,8.0,127.0,O3,TIDAK SEHAT
2013-11-29,DKI4 (Lubang Buaya),,54.0,5.0,18.0,140.0,,140.0,O3,TIDAK SEHAT
2013-11-30,DKI4 (Lubang Buaya),,51.0,6.0,5.0,151.0,,151.0,O3,TIDAK SEHAT
2013-12-01,DKI4 (Lubang Buaya),,64.0,5.0,11.0,158.0,,158.0,O3,TIDAK SEHAT
2013-12-02,DKI4 (Lubang Buaya),,58.0,3.0,16.0,193.0,,193.0,O3,TIDAK SEHAT
2013-12-03,DKI4 (Lubang Buaya),,57.0,3.0,15.0,169.0,,169.0,O3,TIDAK SEHAT
2013-12-04,DKI4 (Lubang Buaya),,54.0,5.0,16.0,159.0,,159.0,O3,TIDAK SEHAT
2013-12-05,DKI4 (Lubang Buaya),,39.0,3.0,12.0,96.0,,96.0,O3,SEDANG
2013-12-06,DKI4 (Lubang Buaya),,54.0,5.0,20.0,102.0,,102.0,O3,TIDAK SEHAT
2013-12-07,DKI4 (Lubang Buaya),,51.0,5.0,20.0,100.0,,100.0,O3,SEDANG
2013-12-08,DKI4 (Lubang Buaya),,57.0,7.0,20.0,117.0,,117.0,O3,TIDAK SEHAT
2013-12-09,DKI4 (Lubang Buaya),,55.0,4.0,28.0,88.0,12.0,88.0,O3,SEDANG
2013-12-10,DKI4 (Lubang Buaya),,39.0,5.0,23.0,140.0,12.0,140.0,O3,TIDAK SEHAT
2013-12-11,DKI4 (Lubang Buaya),,57.0,5.0,16.0,96.0,11.0,96.0,O3,SEDANG
2013-12-12,DKI4 (Lubang Buaya),,51.0,5.0,21.0,,11.0,51.0,PM10,SEDANG
2013-12-13,DKI4 (Lubang Buaya),,51.0,,45.0,,15.0,51.0,PM10,SEDANG
2013-12-14,DKI4 (Lubang Buaya),,30.0,,22.0,79.0,6.0,79.0,O3,SEDANG
2013-12-15,DKI4 (Lubang Buaya),,50.0,,34.0,101.0,6.0,101.0,O3,TIDAK SEHAT
2013-12-16,DKI4 (Lubang Buaya),,58.0,,18.0,85.0,9.0,85.0,O3,SEDANG
2013-12-17,DKI4 (Lubang Buaya),,52.0,,17.0,132.0,12.0,132.0,O3,TIDAK SEHAT
2013-12-18,DKI4 (Lubang Buaya),,72.0,,54.0,123.0,21.0,123.0,O3,TIDAK SEHAT
2013-12-19,DKI4 (Lubang Buaya),,53.0,,17.0,117.0,6.0,117.0,O3,TIDAK SEHAT
2013-12-20,DKI4 (Lubang Buaya),,52.0,6.0,22.0,79.0,8.0,79.0,O3,SEDANG
2013-12-21,DKI4 (Lubang Buaya),,29.0,6.0,14.0,18.0,4.0,29.0,PM10,BAIK
2013-12-22,DKI4 (Lubang Buaya),,26.0,6.0,12.0,54.0,3.0,54.0,O3,SEDANG
2013-12-23,DKI4 (Lubang Buaya),,27.0,7.0,15.0,53.0,3.0,53.0,O3,SEDANG
2013-12-24,DKI4 (Lubang Buaya),,30.0,6.0,9.0,47.0,,47.0,O3,BAIK
2013-12-25,DKI4 (Lubang Buaya),,53.0,8.0,27.0,52.0,,53.0,PM10,SEDANG
2013-12-26,DKI4 (Lubang Buaya),,51.0,6.0,27.0,72.0,,72.0,O3,SEDANG
2013-12-27,DKI4 (Lubang Buaya),,72.0,8.0,49.0,71.0,12.0,72.0,PM10,SEDANG
2013-12-28,DKI4 (Lubang Buaya),,67.0,7.0,46.0,65.0,,67.0,PM10,SEDANG
2013-12-29,DKI4 (Lubang Buaya),,53.0,8.0,17.0,63.0,6.0,63.0,O3,SEDANG
2013-12-30,DKI4 (Lubang Buaya),,35.0,10.0,9.0,67.0,4.0,67.0,O3,SEDANG
2013-12-31,DKI4 (Lubang Buaya),,17.0,5.0,10.0,69.0,,69.0,O3,SEDANG
2014-01-01,DKI4 (Lubang Buaya),,63.0,8.0,58.0,64.0,9.0,64.0,O3,SEDANG
2014-01-02,DKI4 (Lubang Buaya),,37.0,7.0,29.0,74.0,7.0,74.0,O3,SEDANG
2014-01-03,DKI4 (Lubang Buaya),,55.0,8.0,34.0,97.0,8.0,97.0,O3,SEDANG
2014-01-04,DKI4 (Lubang Buaya),,47.0,6.0,35.0,57.0,,57.0,O3,SEDANG
2014-01-05,DKI4 (Lubang Buaya),,29.0,5.0,13.0,46.0,,46.0,O3,BAIK
2014-01-06,DKI4 (Lubang Buaya),,20.0,5.0,7.0,35.0,,35.0,O3,BAIK
2014-01-07,DKI4 (Lubang Buaya),,27.0,7.0,11.0,52.0,,52.0,O3,SEDANG
2014-01-08,DKI4 (Lubang Buaya),,51.0,6.0,20.0,65.0,6.0,65.0,O3,SEDANG
2014-01-09,DKI4 (Lubang Buaya),,39.0,6.0,54.0,43.0,6.0,54.0,CO,SEDANG
2014-01-10,DKI4 (Lubang Buaya),,33.0,7.0,9.0,82.0,,82.0,O3,SEDANG
2014-01-11,DKI4 (Lubang Buaya),,56.0,6.0,23.0,96.0,6.0,96.0,O3,SEDANG
2014-01-12,DKI4 (Lubang Buaya),,34.0,5.0,29.0,69.0,9.0,69.0,O3,SEDANG
2014-01-13,DKI4 (Lubang Buaya),,20.0,6.0,18.0,70.0,8.0,70.0,O3,SEDANG
2014-01-14,DKI4 (Lubang Buaya),,34.0,9.0,19.0,72.0,6.0,72.0,O3,SEDANG
2014-01-15,DKI4 (Lubang Buaya),,27.0,7.0,22.0,51.0,7.0,51.0,O3,SEDANG
2014-01-16,DKI4 (Lubang Buaya),,20.0,6.0,34.0,49.0,7.0,49.0,O3,BAIK
2014-01-17,DKI4 (Lubang Buaya),,30.0,5.0,20.0,61.0,9.0,61.0,O3,SEDANG
2014-01-18,DKI4 (Lubang Buaya),,21.0,5.0,16.0,54.0,8.0,54.0,O3,SEDANG
2014-01-19,DKI4 (Lubang Buaya),,27.0,5.0,24.0,60.0,,60.0,O3,SEDANG
2014-01-20,DKI4 (Lubang Buaya),,29.0,5.0,23.0,50.0,6.0,50.0,O3,BAIK
2014-01-21,DKI4 (Lubang Buaya),,19.0,5.0,12.0,54.0,6.0,54.0,O3,SEDANG
2014-01-22,DKI4 (Lubang Buaya),,25.0,8.0,17.0,52.0,9.0,52.0,O3,SEDANG
2014-01-23,DKI4 (Lubang Buaya),,23.0,5.0,13.0,47.0,7.0,47.0,O3,BAIK
2014-01-24,DKI4 (Lubang Buaya),,32.0,6.0,29.0,50.0,10.0,50.0,O3,BAIK
2014-01-25,DKI4 (Lubang Buaya),,26.0,6.0,14.0,56.0,7.0,56.0,O3,SEDANG
2014-01-26,DKI4 (Lubang Buaya),,42.0,7.0,40.0,54.0,9.0,54.0,O3,SEDANG
2014-01-27,DKI4 (Lubang Buaya),,45.0,7.0,28.0,56.0,6.0,56.0,O3,SEDANG
2014-01-28,DKI4 (Lubang Buaya),,19.0,5.0,19.0,53.0,9.0,53.0,O3,SEDANG
2014-01-29,DKI4 (Lubang Buaya),,19.0,5.0,20.0,51.0,9.0,51.0,O3,SEDANG
2014-01-30,DKI4 (Lubang Buaya),,26.0,6.0,33.0,53.0,8.0,53.0,O3,SEDANG
2014-01-31,DKI4 (Lubang Buaya),,31.0,6.0,22.0,46.0,8.0,46.0,O3,BAIK
2014-02-01,DKI4 (Lubang Buaya),,33.0,6.0,30.0,43.0,5.0,43.0,O3,BAIK
2014-02-02,DKI4 (Lubang Buaya),,,6.0,21.0,34.0,6.0,34.0,O3,BAIK
2014-02-03,DKI4 (Lubang Buaya),,,6.0,26.0,31.0,8.0,31.0,O3,BAIK
2014-02-04,DKI4 (Lubang Buaya),,,5.0,26.0,83.0,11.0,83.0,O3,SEDANG
2014-02-05,DKI4 (Lubang Buaya),,53.0,6.0,44.0,85.0,11.0,85.0,O3,SEDANG
2014-02-06,DKI4 (Lubang Buaya),,51.0,5.0,40.0,83.0,9.0,83.0,O3,SEDANG
2014-02-07,DKI4 (Lubang Buaya),,46.0,6.0,37.0,66.0,8.0,66.0,O3,SEDANG
2014-02-08,DKI4 (Lubang Buaya),,38.0,6.0,12.0,56.0,9.0,56.0,O3,SEDANG
2014-02-09,DKI4 (Lubang Buaya),,46.0,5.0,38.0,68.0,8.0,68.0,O3,SEDANG
2014-02-10,DKI4 (Lubang Buaya),,39.0,6.0,24.0,80.0,17.0,80.0,O3,SEDANG
2014-02-11,DKI4 (Lubang Buaya),,55.0,6.0,27.0,75.0,16.0,75.0,O3,SEDANG
2014-02-12,DKI4 (Lubang Buaya),,63.0,6.0,30.0,77.0,12.0,77.0,O3,SEDANG
2014-02-13,DKI4 (Lubang Buaya),,61.0,6.0,23.0,69.0,9.0,69.0,O3,SEDANG
2014-02-14,DKI4 (Lubang Buaya),,60.0,8.0,24.0,63.0,6.0,63.0,O3,SEDANG
2014-02-15,DKI4 (Lubang Buaya),,65.0,8.0,36.0,47.0,10.0,65.0,PM10,SEDANG
2014-02-16,DKI4 (Lubang Buaya),,67.0,12.0,41.0,52.0,12.0,67.0,PM10,SEDANG
2014-02-17,DKI4 (Lubang Buaya),,75.0,8.0,29.0,94.0,14.0,94.0,O3,SEDANG
2014-02-18,DKI4 (Lubang Buaya),,66.0,6.0,20.0,57.0,11.0,66.0,PM10,SEDANG
2014-02-19,DKI4 (Lubang Buaya),,59.0,9.0,27.0,65.0,9.0,65.0,O3,SEDANG
2014-02-20,DKI4 (Lubang Buaya),,67.0,10.0,22.0,80.0,9.0,80.0,O3,SEDANG
2014-02-21,DKI4 (Lubang Buaya),,42.0,8.0,10.0,60.0,7.0,60.0,O3,SEDANG
2014-02-22,DKI4 (Lubang Buaya),,38.0,7.0,18.0,52.0,6.0,52.0,O3,SEDANG
2014-02-23,DKI4 (Lubang Buaya),,27.0,6.0,42.0,54.0,10.0,54.0,O3,SEDANG
2014-02-24,DKI4 (Lubang Buaya),,51.0,7.0,17.0,,10.0,51.0,PM10,SEDANG
2014-02-25,DKI4 (Lubang Buaya),,51.0,7.0,21.0,,8.0,51.0,PM10,SEDANG
2014-02-26,DKI4 (Lubang Buaya),,41.0,7.0,13.0,,8.0,41.0,PM10,BAIK
2014-02-27,DKI4 (Lubang Buaya),,53.0,6.0,23.0,,9.0,53.0,PM10,SEDANG
2014-02-28,DKI4 (Lubang Buaya),,88.0,7.0,43.0,,13.0,88.0,PM10,SEDANG
2014-03-01,DKI4 (Lubang Buaya),,65.0,8.0,15.0,,9.0,65.0,PM10,SEDANG
2014-03-02,DKI4 (Lubang Buaya),,52.0,7.0,11.0,92.0,10.0,92.0,O3,SEDANG
2014-03-03,DKI4 (Lubang Buaya),,56.0,10.0,10.0,93.0,13.0,93.0,O3,SEDANG
2014-03-04,DKI4 (Lubang Buaya),,59.0,11.0,12.0,120.0,15.0,120.0,O3,TIDAK SEHAT
2014-03-05,DKI4 (Lubang Buaya),,63.0,8.0,9.0,98.0,15.0,98.0,O3,SEDANG
2014-03-06,DKI4 (Lubang Buaya),,70.0,10.0,18.0,100.0,21.0,100.0,O3,SEDANG
2014-03-07,DKI4 (Lubang Buaya),,58.0,7.0,6.0,85.0,17.0,85.0,O3,SEDANG
2014-03-08,DKI4 (Lubang Buaya),,61.0,10.0,15.0,85.0,11.0,85.0,O3,SEDANG
2014-03-09,DKI4 (Lubang Buaya),,73.0,6.0,29.0,70.0,10.0,73.0,PM10,SEDANG
2014-03-10,DKI4 (Lubang Buaya),,72.0,6.0,11.0,73.0,13.0,73.0,O3,SEDANG
2014-03-11,DKI4 (Lubang Buaya),,95.0,7.0,14.0,59.0,17.0,95.0,PM10,SEDANG
2014-03-12,DKI4 (Lubang Buaya),,62.0,6.0,9.0,62.0,9.0,62.0,PM10,SEDANG
2014-03-13,DKI4 (Lubang Buaya),,89.0,8.0,11.0,96.0,24.0,96.0,O3,SEDANG
2014-03-14,DKI4 (Lubang Buaya),,63.0,9.0,8.0,85.0,16.0,85.0,O3,SEDANG
2014-03-15,DKI4 (Lubang Buaya),,81.0,8.0,20.0,108.0,12.0,108.0,O3,TIDAK SEHAT
2014-03-16,DKI4 (Lubang Buaya),,97.0,8.0,16.0,76.0,13.0,97.0,PM10,SEDANG
2014-03-17,DKI4 (Lubang Buaya),,77.0,7.0,20.0,146.0,17.0,146.0,O3,TIDAK SEHAT
2014-03-18,DKI4 (Lubang Buaya),,68.0,8.0,14.0,126.0,19.0,126.0,O3,TIDAK SEHAT
2014-03-19,DKI4 (Lubang Buaya),,57.0,10.0,16.0,88.0,11.0,88.0,O3,SEDANG
2014-03-20,DKI4 (Lubang Buaya),,59.0,,21.0,142.0,12.0,142.0,O3,TIDAK SEHAT
2014-03-21,DKI4 (Lubang Buaya),,56.0,,23.0,78.0,14.0,78.0,O3,SEDANG
2014-03-22,DKI4 (Lubang Buaya),,55.0,7.0,23.0,62.0,12.0,62.0,O3,SEDANG
2014-03-23,DKI4 (Lubang Buaya),,49.0,7.0,13.0,71.0,8.0,71.0,O3,SEDANG
2014-03-24,DKI4 (Lubang Buaya),,74.0,7.0,37.0,68.0,15.0,74.0,PM10,SEDANG
2014-03-25,DKI4 (Lubang Buaya),,62.0,11.0,21.0,59.0,13.0,62.0,PM10,SEDANG
2014-03-26,DKI4 (Lubang Buaya),,55.0,9.0,14.0,66.0,10.0,66.0,O3,SEDANG
2014-03-27,DKI4 (Lubang Buaya),,91.0,9.0,48.0,114.0,18.0,114.0,O3,TIDAK SEHAT
2014-03-28,DKI4 (Lubang Buaya),,58.0,7.0,25.0,111.0,15.0,111.0,O3,TIDAK SEHAT
2014-03-29,DKI4 (Lubang Buaya),,52.0,9.0,24.0,104.0,13.0,104.0,O3,TIDAK SEHAT
2014-03-30,DKI4 (Lubang Buaya),,52.0,9.0,17.0,58.0,14.0,58.0,O3,SEDANG
2014-03-31,DKI4 (Lubang Buaya),,62.0,7.0,30.0,55.0,8.0,62.0,PM10,SEDANG
2014-04-01,DKI4 (Lubang Buaya),,74.0,9.0,27.0,71.0,15.0,74.0,PM10,SEDANG
2014-04-02,DKI4 (Lubang Buaya),,68.0,7.0,16.0,87.0,11.0,87.0,O3,SEDANG
2014-04-03,DKI4 (Lubang Buaya),,61.0,8.0,37.0,71.0,15.0,71.0,O3,SEDANG
2014-04-04,DKI4 (Lubang Buaya),,69.0,,,,,69.0,PM10,SEDANG
2014-04-05,DKI4 (Lubang Buaya),,61.0,8.0,18.0,82.0,16.0,82.0,O3,SEDANG
2014-04-06,DKI4 (Lubang Buaya),,36.0,8.0,8.0,52.0,12.0,52.0,O3,SEDANG
2014-04-07,DKI4 (Lubang Buaya),,28.0,8.0,9.0,41.0,8.0,41.0,O3,BAIK
2014-04-08,DKI4 (Lubang Buaya),,41.0,7.0,15.0,46.0,8.0,46.0,O3,BAIK
2014-04-09,DKI4 (Lubang Buaya),,31.0,7.0,9.0,32.0,4.0,32.0,O3,BAIK
2014-04-10,DKI4 (Lubang Buaya),,43.0,7.0,12.0,30.0,5.0,43.0,PM10,BAIK
2014-04-11,DKI4 (Lubang Buaya),,63.0,8.0,30.0,42.0,9.0,63.0,PM10,SEDANG
2014-04-12,DKI4 (Lubang Buaya),,70.0,7.0,19.0,49.0,9.0,70.0,PM10,SEDANG
2014-04-13,DKI4 (Lubang Buaya),,52.0,7.0,8.0,30.0,6.0,52.0,PM10,SEDANG
2014-04-14,DKI4 (Lubang Buaya),,56.0,7.0,14.0,41.0,7.0,56.0,PM10,SEDANG
2014-04-15,DKI4 (Lubang Buaya),,48.0,7.0,14.0,39.0,11.0,48.0,PM10,BAIK
2014-04-16,DKI4 (Lubang Buaya),,52.0,9.0,9.0,84.0,10.0,84.0,O3,SEDANG
2014-04-17,DKI4 (Lubang Buaya),,58.0,9.0,14.0,159.0,13.0,159.0,O3,TIDAK SEHAT
2014-04-18,DKI4 (Lubang Buaya),,53.0,9.0,10.0,125.0,13.0,125.0,O3,TIDAK SEHAT
2014-04-19,DKI4 (Lubang Buaya),,55.0,7.0,12.0,59.0,11.0,59.0,O3,SEDANG
2014-04-20,DKI4 (Lubang Buaya),,58.0,7.0,32.0,58.0,12.0,58.0,PM10,SEDANG
2014-04-21,DKI4 (Lubang Buaya),,46.0,7.0,25.0,37.0,8.0,46.0,PM10,BAIK
2014-04-22,DKI4 (Lubang Buaya),,42.0,8.0,15.0,78.0,9.0,78.0,O3,SEDANG
2014-04-23,DKI4 (Lubang Buaya),,51.0,8.0,22.0,68.0,15.0,68.0,O3,SEDANG
2014-04-24,DKI4 (Lubang Buaya),,45.0,9.0,19.0,66.0,9.0,66.0,O3,SEDANG
2014-04-25,DKI4 (Lubang Buaya),,29.0,7.0,9.0,42.0,7.0,42.0,O3,BAIK
2014-04-26,DKI4 (Lubang Buaya),,39.0,9.0,11.0,80.0,9.0,80.0,O3,SEDANG
2014-04-27,DKI4 (Lubang Buaya),,51.0,7.0,13.0,60.0,6.0,60.0,O3,SEDANG
2014-04-28,DKI4 (Lubang Buaya),,36.0,7.0,27.0,85.0,11.0,85.0,O3,SEDANG
